Score,Armor Class,Armor Name,Weapon Name,Build Name,Subclass Type,Super,Class Ability,Jump,Melee,Grenade,Aspects,Fragment Slots,Fragments,Description
27,Hunter,"Mothkeeper's Wraps","Truth","The Prisma Spectrum","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Mothkeeper's Wraps synergizes with Truth by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Void Synergy, Grenade"
27,Hunter,"Mothkeeper's Wraps","Third Iteration","The Darkweaver's Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Mothkeeper's Wraps synergizes with Third Iteration by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Void Synergy, Energy"
27,Hunter,"Mothkeeper's Wraps","Fighting Lion","The Prismatic Spectrum","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Mothkeeper's Wraps synergizes with Fighting Lion by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Void Synergy, Grenade"
27,Hunter,"Mothkeeper's Wraps","Heartshadow","The Darkweaver's Transcendence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Mothkeeper's Wraps synergizes with Heartshadow by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Void Synergy, Energy"
27,Hunter,"Mothkeeper's Wraps","The Colony","The Convergence Convergence","Prismatic Hunter","Storm's Edge","Marksman's Dodge","Triple Jump","Combination Blow","Arcane Needle","Stylish Executioner; Lethal Current",4,"Facet of Dawn; Facet of Purpose; Facet of Courage; Facet of Balance","Mothkeeper's Wraps synergizes with The Colony by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Channel both Light and Darkness in devastating strikes. Your aspects (Stylish Executioner + Lethal Current) amplify this synergy. Additional synergies: Void Synergy, Grenade"
27,Titan,"Praxic Vestment","Edge of Concurrence","The Transcendent Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Praxic Vestment synergizes with Edge of Concurrence by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc Synergy, Melee"
27,Titan,"Praxic Vestment","Legend of Acrius","The Lightweaver's Transcendence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Praxic Vestment synergizes with Legend of Acrius by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc Synergy, Energy"
27,Titan,"Praxic Vestment","Worldline Zero","The Prisma Harmony","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Praxic Vestment synergizes with Worldline Zero by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc Synergy, Energy"
27,Titan,"Praxic Vestment","Centrifuse","The Prisma Transcendence","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Praxic Vestment synergizes with Centrifuse by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc Synergy, Blind"
27,Titan,"Praxic Vestment","The Queenbreaker","The Convergence Balance","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Praxic Vestment synergizes with The Queenbreaker by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc Synergy, Blind"
27,Titan,"Praxic Vestment","Ex Diris","The Prismatic Spectrum","Prismatic Titan","Twilight Arsenal","Towering Barricade","Strafe Lift","Thunderclap","Glacier Grenade","Consecration; Diamond Lance",4,"Facet of Courage; Facet of Dawn; Facet of Honor; Facet of Balance","Praxic Vestment synergizes with Ex Diris by ability: neutral / any. Focus on combining Light and Dark abilities for transcendent power. Unleash Light and Dark weaponry in a transcendent fury. Your aspects (Consecration + Diamond Lance) amplify this synergy. Additional synergies: Arc Synergy, Blind"
20,Warlock,"Speaker's Sight","Dead Messenger","The Void's Desolation","Void Warlock","Nova Bomb: Cataclysm","Healing Rift","Strafe Glide","Pocket Singularity","Vortex Grenade","Feed the Void; Chaos Accelerant",5,"Echo of Remnants; Echo of Instability; Echo of Starvation; Echo of Undermining; Echo of Expulsion","Speaker's Sight synergizes with Dead Messenger by ability: neutral / any. Focus on weakening foes and feeding the Void for devour. Unleash devastating void explosions. Your aspects (Feed the Void + Chaos Accelerant) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Speaker's Sight","Ergo Sum","The Tactical Mastery","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Feed the Void",5,"Ember of Solace; Echo of Starvation","Speaker's Sight synergizes with Ergo Sum by ability: neutral / any. Focus on versatile damage output. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Feed the Void) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Speaker's Sight","Traveler's Chosen","The Iron Mastery","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Feed the Void",5,"Ember of Solace; Echo of Starvation","Speaker's Sight synergizes with Traveler's Chosen by ability: neutral / any. Focus on versatile damage output. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Feed the Void) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Speaker's Sight","Alethonym","The Icebreaker's Harvest","Stasis Warlock","Winter's Wrath","Healing Rift","Strafe Glide","Penumbral Blast","Coldsnap Grenade","Iceflare Bolts; Bleak Watcher",4,"Whisper of Refraction; Whisper of Durance; Whisper of Hedrons; Whisper of Chains","Speaker's Sight synergizes with Alethonym by ability: neutral / any. Focus on freezing targets and shattering crystals. Use your Winter's Wrath strategically. Your aspects (Iceflare Bolts + Bleak Watcher) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Speaker's Sight","Tessellation","The Vanguard's Command","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Feed the Void",5,"Ember of Solace; Echo of Starvation","Speaker's Sight synergizes with Tessellation by ability: neutral / any. Focus on versatile damage output. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Feed the Void) amplify this synergy. Additional synergies: Grenade, Energy"
20,Titan,"Antaeus Wards","Ergo Sum","The Eternal Command","Arc Titan","Thundercrash","Towering Barricade","Strafe Lift","Thunderclap","Pulse Grenade","Knockout; Touch of Thunder",4,"Spark of Resistance; Spark of Instinct","Antaeus Wards synergizes with Ergo Sum by ability: neutral / any. Focus on versatile damage output. Become a missile and obliterate targets. Your aspects (Knockout + Touch of Thunder) amplify this synergy. Additional synergies: Class Ability, Energy"
20,Titan,"Antaeus Wards","Traveler's Chosen","The Eternal Protocol","Arc Titan","Thundercrash","Towering Barricade","Strafe Lift","Thunderclap","Pulse Grenade","Knockout; Touch of Thunder",4,"Spark of Resistance; Spark of Instinct","Antaeus Wards synergizes with Traveler's Chosen by ability: neutral / any. Focus on versatile damage output. Become a missile and obliterate targets. Your aspects (Knockout + Touch of Thunder) amplify this synergy. Additional synergies: Class Ability, Energy"
20,Titan,"Arbor Warden","Dead Messenger","The Abyssal Hunger","Void Titan","Ward of Dawn","Towering Barricade","Strafe Lift","Shield Throw","Suppression Grenade","Bastion; Controlled Demolition",4,"Echo of Cessation; Echo of Remnants; Echo of Undermining; Echo of Starvation","Arbor Warden synergizes with Dead Messenger by ability: neutral / any. Focus on weakening foes and feeding the Void for devour. Protect your team with an impenetrable shield. Your aspects (Bastion + Controlled Demolition) amplify this synergy. Additional synergies: Grenade, Energy"
20,Titan,"Arbor Warden","Alethonym","The Frozen Dominion","Stasis Titan","Glacial Quake","Towering Barricade","Strafe Lift","Shiver Strike","Glacier Grenade","Tectonic Harvest; Howl of the Storm",4,"Whisper of Chains; Whisper of Shards; Whisper of Rime; Whisper of Conduction","Arbor Warden synergizes with Alethonym by ability: neutral / any. Focus on freezing targets and shattering crystals. Shatter the battlefield with stasis might. Your aspects (Tectonic Harvest + Howl of the Storm) amplify this synergy. Additional synergies: Grenade, Energy"
20,Titan,"Arbor Warden","Tessellation","The Vanguard's Protocol","Arc Titan","Thundercrash","Towering Barricade","Strafe Lift","Thunderclap","Pulse Grenade","Knockout; Touch of Thunder",4,"Spark of Resistance; Spark of Instinct","Arbor Warden synergizes with Tessellation by ability: neutral / any. Focus on versatile damage output. Become a missile and obliterate targets. Your aspects (Knockout + Touch of Thunder) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Apotheosis Veil","Edge of Intent","The Empyrean Ascendance","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Icarus Dash",4,"Ember of Ashes; Ember of Blistering; Ember of Empyrean; Ember of Solace","Apotheosis Veil synergizes with Edge of Intent by ability: neutral / any. Focus on igniting enemies and sustaining through Solar restoration. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Icarus Dash) amplify this synergy. Additional synergies: Melee, Super"
20,Warlock,"Apotheosis Veil","Dead Messenger","The Obsidian Desolation","Void Warlock","Nova Bomb: Cataclysm","Healing Rift","Strafe Glide","Pocket Singularity","Vortex Grenade","Feed the Void; Chaos Accelerant",5,"Echo of Remnants; Echo of Instability; Echo of Starvation; Echo of Undermining; Echo of Expulsion","Apotheosis Veil synergizes with Dead Messenger by ability: neutral / any. Focus on weakening foes and feeding the Void for devour. Unleash devastating void explosions. Your aspects (Feed the Void + Chaos Accelerant) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Apotheosis Veil","Alethonym","The Crystal Dominion","Stasis Warlock","Winter's Wrath","Healing Rift","Strafe Glide","Penumbral Blast","Coldsnap Grenade","Iceflare Bolts; Bleak Watcher",4,"Whisper of Refraction; Whisper of Durance; Whisper of Hedrons; Whisper of Chains","Apotheosis Veil synergizes with Alethonym by ability: neutral / any. Focus on freezing targets and shattering crystals. Use your Winter's Wrath strategically. Your aspects (Iceflare Bolts + Bleak Watcher) amplify this synergy. Additional synergies: Grenade, Energy"
20,Warlock,"Apotheosis Veil","Bad Juju","The Guardian's Arsenal","Solar Warlock","Well of Radiance","Healing Rift","Strafe Glide","Celestial Fire","Solar Grenade","Touch of Flame; Feed the Void",5,"Ember of Solace; Echo of Starvation","Apotheosis Veil synergizes with Bad Juju by ability: neutral / any. Focus on versatile damage output. Plant your Well to empower allies and provide sanctuary. Your aspects (Touch of Flame + Feed the Void) amplify this synergy. Additional synergies: Super, Energy"
